Date & Time,TRASAR Dose (ppm),Temperature (°F),Conductivity (µS/cm),pH,ORP (mV),Steel Corr. Rate (mpy),Copper Corr. Rate (mpy),Tagged Poly Dose (ppm),Nalco Scale Index,3D scale polymer consumption (%),NDM Scale Mass (ug),NDM Scale Rate (ug/h),NDM Water Temp (°F),Nalco Bio-Index,Turbidity (NTU),Background Channel (ppm),Cell Fouling (%),Flow Status,Interlock Status,Digital Input 3,Digital Input 4,4-20mA Input 1,4-20mA Input 2,TRASAR Relay Status,TRASAR Relay On Time (min),Tagged Poly Relay Status,Tagged Poly Relay On Time (min),Bioreporter Relay Status,Bioreporter Relay On Time (min),Oxidizing Biocide Relay Status,Ox Bio Relay On Time (min),Nonoxidizing Biocide Relay Status,Nonox Bio Relay On Time (min),Blowdown Relay Status,Blowdown Relay On Time (min),pH Relay Status,pH Relay On Time (min)
12/14/2016 0:00,986.31,98.56,825.85,8.16,115,0.15,0.02,0,-999,-999,0,0,0,0,0.5,0,0,1,1,0,0,0,0,128,0,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 0:15,975.62,98.47,818.14,8.14,119,0.15,0.02,0,-999,-999,0,0,0,0,1.1,0,0,1,1,0,0,0,0,129,0,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 0:30,1021.79,99.09,851.04,8.18,123,0.14,0.02,0,-999,-999,0,0,0,0,0.38,0,0,1,1,0,0,0,0,129,15,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 0:45,1019.8,98.93,849.37,8.18,127,0.14,0.02,0,-999,-999,0,0,0,0,0.32,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 1:00,1007.55,98.56,841.6,8.16,130,0.14,0.02,0,-999,-999,0,0,0,0,0.47,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 1:15,993.45,98.6,835.32,8.16,133,0.14,0.02,0,-999,-999,0,0,0,0,0.53,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 1:30,978.93,99.01,826.57,8.14,129,0.15,0.02,0,-999,-999,0,0,0,0,0.57,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 1:45,1003.01,98.93,844.71,8.18,124,0.15,0.02,0,-999,-999,0,0,0,0,0.51,0,0,1,1,0,0,0,0,129,27,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 2:00,1024.99,99.09,855.95,8.17,123,0.14,0.02,0,-999,-999,0,0,0,0,0.19,0,0,1,1,0,0,0,0,128,34,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 2:15,1011.79,98.93,845.08,8.15,124,0.14,0.02,0,-999,-999,0,0,0,0,0.53,0,0,1,1,0,0,0,0,128,34,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 2:30,997.39,98.93,834.51,8.14,124,0.14,0.02,0,-999,-999,0,0,0,0,0.47,0,0,1,1,0,0,0,0,128,34,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 2:45,986.68,98.93,829.86,8.12,126,0.14,0.02,0,-999,-999,0,0,0,0,0.39,0,0,1,1,0,0,0,0,128,34,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 3:00,976.85,98.68,819.79,8.09,129,0.14,0.02,0,-999,-999,0,0,0,0,0.57,0,0,1,1,0,0,0,0,128,34,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 3:15,1012.84,98.27,840.44,8.13,128,0.14,0.02,0,-999,-999,0,0,0,0,0.7,0,0,1,1,0,0,0,0,129,48,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 3:30,1023,98.93,849.55,8.13,126,0.14,0.02,0,-999,-999,0,0,0,0,0.43,0,0,1,1,0,0,0,0,128,52,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 3:45,1011.55,99.05,843.55,8.11,100,0.14,0.02,0,-999,-999,0,0,0,0,0.34,0,0,1,1,0,0,0,0,128,52,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 4:00,998.39,98.6,829.89,8.1,91,0.15,0.02,0,-999,-999,0,0,0,0,0.45,0,0,1,1,0,0,0,0,128,52,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 4:15,988.87,98.15,821.83,8.08,87,0.15,0.02,0,-999,-999,0,0,0,0,0.37,0,0,1,1,0,0,0,0,128,52,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 4:30,976.37,99.05,820.74,8.04,88,0.13,0.02,0,-999,-999,0,0,0,0,0.27,0,0,1,1,0,0,0,0,128,52,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 4:45,1008.83,99.3,842.39,8.06,84,0.13,0.02,0,-999,-999,0,0,0,0,0.73,0,0,1,1,0,0,0,0,129,64,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 5:00,1025.26,99.34,851.25,8.05,82,0.14,0.02,0,-999,-999,0,0,0,0,0.45,0,0,1,1,0,0,0,0,128,69,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 5:15,1013.52,99.34,848.27,8.02,86,0.14,0.02,0,-999,-999,0,0,0,0,0.46,0,0,1,1,0,0,0,0,128,69,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 5:30,997.09,99.26,836.9,8.03,86,0.16,0.02,0,-999,-999,0,0,0,0,0.2,0,0,1,1,0,0,0,0,128,69,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 5:45,986.69,99.05,830.99,8.04,87,0.16,0.02,0,-999,-999,0,0,0,0,0.5,0,0,1,1,0,0,0,0,128,69,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 6:00,974.41,98.93,824.07,8.04,91,0.1,0.02,0,-999,-999,0,0,0,0,0.97,0,0,1,1,0,0,0,0,129,71,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 6:15,1024.57,99.26,857.02,8.09,92,0.1,0.02,0,-999,-999,0,0,0,0,0.95,0,0,1,1,0,0,0,0,129,86,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 6:30,1019.05,99.05,850.22,8.08,92,0.16,0.02,0,-999,-999,0,0,0,0,0.35,0,0,1,1,0,0,0,0,128,86,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 6:45,1005.95,98.89,842.21,8.05,95,0.16,0.02,0,-999,-999,0,0,0,0,0.26,0,0,1,1,0,0,0,0,128,86,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 7:00,993.94,99.09,835.22,8.02,96,0.14,0.02,0,-999,-999,0,0,0,0,0.51,0,0,1,1,0,0,0,0,128,86,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 7:15,980.95,99.21,828.29,8.03,96,0.14,0.02,0,-999,-999,0,0,0,0,0.53,0,0,1,1,0,0,0,0,128,86,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 7:30,984.88,99.09,829.23,8.03,99,0.15,0.02,0,-999,-999,0,0,0,0,0.6,0,0,1,1,0,0,0,0,129,91,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 7:45,1029.02,99.13,856.34,8.1,96,0.15,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,104,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 8:00,1016.48,99.17,849.29,8.07,95,0.15,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,104,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 8:15,1007.54,99.3,848.55,8.04,95,0.15,0.02,0,-999,-999,0,0,0,0,0.03,0,0,1,1,0,0,0,0,128,104,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 8:30,994.31,99.21,837.17,8.01,96,0.15,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,104,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 8:45,984.64,99.75,836.22,7.97,97,0.15,0.02,0,-999,-999,0,0,0,0,0.03,0,0,1,1,0,0,0,0,128,104,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 9:00,978.13,100.08,824.77,7.87,105,0.14,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,104,128,0,0,0,0,0,128,0,64,0,0,0
12/14/2016 9:15,1002.42,100.65,836.06,7.8,332,0.14,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,129,115,128,0,0,0,0,0,129,15,64,0,0,0
12/14/2016 9:30,1026.97,101.1,847.11,7.71,374,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,121,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 9:45,1017.7,100.9,840.9,7.65,337,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,121,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 10:00,1008.01,100.9,834.7,7.63,276,0.11,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,121,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 10:15,996.76,101.06,825.01,7.61,215,0.11,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,121,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 10:30,986.49,101.23,818.78,7.62,178,0.11,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,121,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 10:45,974.76,101.06,807.56,7.63,161,0.11,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,129,121,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 11:00,1018.24,101.15,835.13,7.69,145,0.1,0.02,0,-999,-999,0,0,0,0,0.27,0,0,1,1,0,0,0,0,129,136,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 11:15,1022.95,101.23,838.15,7.69,137,0.1,0.02,0,-999,-999,0,0,0,0,0.11,0,0,1,1,0,0,0,0,128,138,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 11:30,1010.28,101.1,827.66,7.72,133,0.1,0.02,0,-999,-999,0,0,0,0,0.25,0,0,1,1,0,0,0,0,128,138,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 11:45,997.12,101.15,818.79,7.73,128,0.1,0.02,0,-999,-999,0,0,0,0,0.33,0,0,1,1,0,0,0,0,128,138,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 12:00,988.75,101.1,812.66,7.74,124,0.11,0.02,0,-999,-999,0,0,0,0,0.29,0,0,1,1,0,0,0,0,128,138,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 12:15,975.95,101.15,804.29,7.75,121,0.11,0.03,0,-999,-999,0,0,0,0,0.38,0,0,1,1,0,0,0,0,128,138,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 12:30,1012.05,101.23,828.96,7.8,116,0.1,0.03,0,-999,-999,0,0,0,0,0.46,0,0,1,1,0,0,0,0,129,152,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 12:45,1027.23,101.19,836.52,7.81,113,0.1,0.02,0,-999,-999,0,0,0,0,0.22,0,0,1,1,0,0,0,0,128,156,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 13:00,1014.56,101.19,830.11,7.79,114,0.14,0.02,0,-999,-999,0,0,0,0,0.28,0,0,1,1,0,0,0,0,128,156,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 13:15,1001.38,101.02,819.27,7.79,108,0.14,0.02,0,-999,-999,0,0,0,0,0.33,0,0,1,1,0,0,0,0,128,156,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 13:30,989.01,100.94,812.77,7.79,105,0.12,0.02,0,-999,-999,0,0,0,0,0.06,0,0,1,1,0,0,0,0,128,156,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 13:45,978.09,100.78,805.59,7.76,106,0.12,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,156,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 14:00,1008.96,100.57,822.1,7.8,109,0.13,0.02,0,-999,-999,0,0,0,0,0.38,0,0,1,1,0,0,0,0,129,168,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 14:15,1028.78,101.02,833.5,7.84,115,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,173,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 14:30,1013.73,101.1,827.83,7.82,119,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,173,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 14:45,999.2,101.1,821.53,7.82,121,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,173,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 15:00,986,101.27,812.63,7.82,117,0.12,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,173,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 15:15,976.32,101.27,808.96,7.82,114,0.12,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,173,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 15:30,1007.11,101.19,822.7,7.86,113,0.12,0.02,0,-999,-999,0,0,0,0,0.3,0,0,1,1,0,0,0,0,129,184,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 15:45,1027.48,101.23,835.67,7.87,109,0.12,0.03,0,-999,-999,0,0,0,0,0.07,0,0,1,1,0,0,0,0,128,190,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 16:00,1015.43,101.27,829.42,7.85,109,0.15,0.03,0,-999,-999,0,0,0,0,0.13,0,0,1,1,0,0,0,0,128,190,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 16:15,998.87,101.23,819.25,7.83,110,0.15,0.03,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,190,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 16:30,985.96,101.39,813.36,7.82,108,0.13,0.03,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,190,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 16:45,977.51,101.56,805.51,7.83,105,0.13,0.02,0,-999,-999,0,0,0,0,0.21,0,0,1,1,0,0,0,0,128,190,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 17:00,1011.94,101.23,826.82,7.9,108,0.14,0.02,0,-999,-999,0,0,0,0,0.2,0,0,1,1,0,0,0,0,129,202,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 17:15,1024.57,101.39,832.41,7.91,110,0.14,0.02,0,-999,-999,0,0,0,0,0.11,0,0,1,1,0,0,0,0,128,206,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 17:30,1009.85,101.19,826.39,7.9,111,0.12,0.02,0,-999,-999,0,0,0,0,0.08,0,0,1,1,0,0,0,0,128,206,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 17:45,998.31,101.23,820.92,7.87,113,0.12,0.03,0,-999,-999,0,0,0,0,0.33,0,0,1,1,0,0,0,0,128,206,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 18:00,985.2,101.23,812.47,7.86,112,0.13,0.03,0,-999,-999,0,0,0,0,0.12,0,0,1,1,0,0,0,0,128,206,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 18:15,981.94,99.83,798.36,7.87,114,0.13,0.03,0,-999,-999,0,0,0,0,0.13,0,0,1,1,0,0,0,0,129,211,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 18:30,1031.05,99.75,829.14,7.92,117,0.14,0.03,0,-999,-999,0,0,0,0,0.27,0,0,1,1,0,0,0,0,128,223,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 18:45,1020.65,100.9,831.93,7.91,124,0.14,0.02,0,-999,-999,0,0,0,0,0.4,0,0,1,1,0,0,0,0,128,223,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 19:00,1005.04,101.06,821.09,7.9,127,0.14,0.02,0,-999,-999,0,0,0,0,0.48,0,0,1,1,0,0,0,0,128,223,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 19:15,990.82,100.86,811.58,7.89,131,0.14,0.02,0,-999,-999,0,0,0,0,0.47,0,0,1,1,0,0,0,0,128,223,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 19:30,977.5,100.57,804.53,7.9,133,0.1,0.02,0,-999,-999,0,0,0,0,0.29,0,0,1,1,0,0,0,0,128,223,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 19:45,974.46,99.95,796.97,7.87,143,0.1,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,129,235,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 20:00,1032.1,98.56,821.35,7.99,151,0.14,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 20:15,1047.9,95.85,801.98,8.03,157,0.14,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 20:30,1030.94,101.6,844.22,7.95,131,0.14,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 20:45,1019.79,101.85,839.26,7.9,122,0.14,0.03,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 21:00,1007.76,101.72,824.97,7.87,124,0.14,0.03,0,-999,-999,0,0,0,0,0.49,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 21:15,994.11,99.99,808.45,7.87,122,0.14,0.02,0,-999,-999,0,0,0,0,0.23,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 21:30,981.75,100.28,806.26,7.86,123,0.13,0.02,0,-999,-999,0,0,0,0,0.39,0,0,1,1,0,0,0,0,128,248,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 21:45,990.89,101.02,814.49,7.87,127,0.13,0.02,0,-999,-999,0,0,0,0,0.69,0,0,1,1,0,0,0,0,129,254,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 22:00,1026,100.24,833.47,7.92,124,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,263,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 22:15,1012.69,100.57,825.76,7.88,123,0.13,0.02,0,-999,-999,0,0,0,0,0.12,0,0,1,1,0,0,0,0,128,263,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 22:30,1001.03,100.9,822.2,7.86,124,0.14,0.02,0,-999,-999,0,0,0,0,0.2,0,0,1,1,0,0,0,0,128,263,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 22:45,990.85,100.82,814.23,7.86,127,0.14,0.02,0,-999,-999,0,0,0,0,0.19,0,0,1,1,0,0,0,0,128,263,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 23:00,978.48,101.39,808.57,7.84,131,0.14,0.02,0,-999,-999,0,0,0,0,0.43,0,0,1,1,0,0,0,0,128,263,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 23:15,1003.82,101.72,825.67,7.86,133,0.14,0.02,0,-999,-999,0,0,0,0,0.23,0,0,1,1,0,0,0,0,129,274,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 23:30,1025.39,101.31,836.61,7.88,135,0.13,0.02,0,-999,-999,0,0,0,0,0.43,0,0,1,1,0,0,0,0,128,280,128,0,0,0,0,0,128,25,64,0,0,0
12/14/2016 23:45,1010.01,101.15,827.96,7.89,141,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,280,128,0,0,0,0,0,128,25,64,0,0,0
12/15/2016 0:00,1000.05,101.19,824.03,7.89,144,0.12,0.02,0,-999,-999,0,0,0,0,0.48,0,0,1,1,0,0,0,0,128,0,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 0:15,987.26,101.23,813.99,7.87,145,0.12,0.02,0,-999,-999,0,0,0,0,0.5,0,0,1,1,0,0,0,0,128,0,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 0:30,975.21,101.1,805.78,7.87,145,0.14,0.02,0,-999,-999,0,0,0,0,0.83,0,0,1,1,0,0,0,0,129,0,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 0:45,1020.82,100.57,829.74,7.94,142,0.14,0.02,0,-999,-999,0,0,0,0,0.92,0,0,1,1,0,0,0,0,129,15,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 1:00,1023.69,99.62,823.86,7.97,144,0.14,0.02,0,-999,-999,0,0,0,0,0.84,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 1:15,1005.5,97.28,792.82,8,155,0.14,0.02,0,-999,-999,0,0,0,0,0.76,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 1:30,990.51,95.32,763.74,8.01,163,0.13,0.02,0,-999,-999,0,0,0,0,0.65,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 1:45,979.21,94,749.05,8.02,168,0.13,0.02,0,-999,-999,0,0,0,0,0.67,0,0,1,1,0,0,0,0,128,16,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 2:00,977.62,92.94,749.27,8.05,173,0.13,0.02,0,-999,-999,0,0,0,0,0.5,0,0,1,1,0,0,0,0,129,27,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 2:15,1019.84,91.96,771.5,8.13,175,0.13,0.02,0,-999,-999,0,0,0,0,0.04,0,0,1,1,0,0,0,0,129,42,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 2:30,1047.04,90.77,790.62,8.17,177,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,44,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 2:45,1038.18,89.91,785.1,8.18,179,0.13,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,44,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 3:00,1022.63,88.77,782.78,8.21,181,0.12,0.02,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,44,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 3:15,1009.94,87.95,775.96,8.2,183,0.12,0.01,0,-999,-999,0,0,0,0,0.31,0,0,1,1,0,0,0,0,128,44,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 3:30,996.33,87.14,766.02,8.18,187,0.14,0.01,0,-999,-999,0,0,0,0,0.31,0,0,1,1,0,0,0,0,128,44,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 3:45,982.74,86.28,761.49,8.17,190,0.14,0.01,0,-999,-999,0,0,0,0,0.35,0,0,1,1,0,0,0,0,128,44,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 4:00,970.96,85.63,756.52,8.17,192,0.12,0.01,0,-999,-999,0,0,0,0,0.35,0,0,1,1,0,0,0,0,129,50,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 4:15,1006.27,85.14,774.83,8.19,196,0.12,0.01,0,-999,-999,0,0,0,0,0.18,0,0,1,1,0,0,0,0,129,65,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 4:30,1045.51,84.4,792.62,8.22,198,0.12,0.01,0,-999,-999,0,0,0,0,0.03,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 4:45,1043.1,83.71,793.37,8.22,200,0.12,0.01,0,-999,-999,0,0,0,0,0.25,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 5:00,1031.05,83.06,782.39,8.21,201,0.12,0.01,0,-999,-999,0,0,0,0,0.25,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 5:15,1018.45,82.41,777.53,8.21,203,0.12,0.01,0,-999,-999,0,0,0,0,0.34,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 5:30,1004.96,81.84,768.5,8.21,204,0.11,0.01,0,-999,-999,0,0,0,0,0.28,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 5:45,995.45,81.31,764.65,8.2,206,0.11,0.01,0,-999,-999,0,0,0,0,0.27,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 6:00,982.17,80.74,756.25,8.21,208,0.11,0.01,0,-999,-999,0,0,0,0,0.19,0,0,1,1,0,0,0,0,128,70,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 6:15,974.03,80.17,751.99,8.21,210,0.12,0.01,0,-999,-999,0,0,0,0,0.48,0,0,1,1,0,0,0,0,129,78,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 6:30,1012.58,79.64,774.43,8.25,211,0.12,0.01,0,-999,-999,0,0,0,0,0.37,0,0,1,1,0,0,0,0,129,93,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 6:45,1047.89,79.15,791.15,8.3,212,0.11,0.01,0,-999,-999,0,0,0,0,0.1,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 7:00,1044.67,78.7,794.43,8.29,211,0.11,0.01,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 7:15,1028.83,86.44,794.29,8.17,188,0.11,0.01,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 7:30,1017.25,99.13,841.39,8,169,0.11,0.01,0,-999,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 7:45,1007.55,101.15,825.08,7.93,163,0.12,0.01,0,-999,-999,0,0,0,0,0.06,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 8:00,995.35,101.23,816.53,7.89,159,0.12,0.02,0,-999,-999,0,0,0,0,0.08,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 8:15,986.57,101.6,810.53,7.86,154,0.14,0.02,0,-999,-999,0,0,0,0,0.23,0,0,1,1,0,0,0,0,128,97,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 8:30,975.81,100.94,805.57,7.86,156,0.14,0.02,0,-999,-999,0,0,0,0,0.49,0,0,1,1,0,0,0,0,129,99,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 8:45,1024.26,101.27,838.23,7.91,153,0.15,0.02,0,-999,-999,0,0,0,0,0.2,0,0,1,1,0,0,0,0,129,114,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 9:00,1025.77,101.72,838.28,7.86,153,0.15,0.02,0,-999,-999,0,0,0,0,0.18,0,0,1,1,0,0,0,0,128,114,128,0,0,0,0,0,128,0,64,0,0,0
12/15/2016 9:15,1010.11,101.06,825.26,7.8,357,0.1,0.02,0,-999,-999,0,0,0,0,0.28,0,0,1,1,0,0,0,0,128,114,128,0,0,0,0,0,129,15,64,0,0,0
